jmap -histo:live 17142

 num     #instances         #bytes  class name
1454:             2             48  org.apache.catalina.startup.SetLoginConfig
1455:             2             48  org.apache.catalina.startup.SetOverrideRule
1456:             2             48  org.apache.catalina.startup.SetPublicIdRule
1457:             2             48  org.apache.catalina.startup.SetSessionConfig
1458:             2             48  org.apache.catalina.startup.SoapHeaderRule
1459:             2             48  org.apache.catalina.startup.VersionRule
1460:             1             48  org.apache.commons.beanutils.ConvertUtilsBean
1461:             1             48  org.apache.commons.beanutils.converters.CalendarConverter
1462:             2             48  org.apache.commons.beanutils.converters.ClassConverter
1463:             2             48  org.apache.commons.beanutils.converters.FileConverter
1464:             2             48  org.apache.commons.beanutils.converters.StringConverter
1465:             2             48  org.apache.commons.beanutils.converters.URLConverter
1466:             1             48  org.apache.jsp.WEB_002dINF.jsp.owners.createOrUpdateOwnerForm_jsp
1467:             1             48  org.apache.jsp.WEB_002dINF.jsp.owners.findOwners_jsp
1468:             1             48  org.apache.jsp.WEB_002dINF.jsp.owners.ownerDetails_jsp
1469:             1             48  org.apache.jsp.WEB_002dINF.jsp.vets.vetList_jsp
1470:             1             48  org.apache.naming.resources.ImmutableNameNotFoundException
1471:             2             48  org.apache.tomcat.util.buf.UEncoder$SafeCharsSet
1472:             2             48  org.apache.tomcat.util.http.mapper.Mapper
1473:             2             48  org.aspectj.bridge.MessageWriter
1474:             1             48  org.aspectj.weaver.patterns.ExactAnnotationTypePattern
1475:             1             48  org.eclipse.jdt.internal.compiler.flow.FlowContext
1476:             2             48  org.eclipse.jdt.internal.compiler.impl.LongConstant
1477:             1             48  org.eclipse.jdt.internal.compiler.lookup.FieldBinding
1478:             1             48  org.eclipse.jdt.internal.compiler.lookup.ProblemPackageBinding
1479:             2             48  org.hibernate.validator.internal.metadata.core.ConstraintOrigin
1480:             1             48  org.hsqldb.types.ArrayType
1481:             2             48  org.joda.time.field.ZeroIsMaxDateTimeField
1482:             1             48  org.springframework.aop.aspectj.AspectJExpressionPointcut
1483:             2             48  org.springframework.beans.factory.annotation.QualifierAnnotationAutowireCandidateResolver
1484:             2             48  org.springframework.beans.factory.config.PropertyPlaceholderConfigurer$PlaceholderResolvingStringValueResolver
1485:             2             48  org.springframework.beans.factory.config.PropertyPlaceholderConfigurer$PropertyPlaceholderConfigurerResolver
1486:             2             48  org.springframework.beans.support.ResourceEditorRegistrar
1487:             2             48  org.springframework.context.support.AbstractApplicationContext$ApplicationListenerDetector
1488:             2             48  org.springframework.context.support.AbstractApplicationContext$BeanPostProcessorChecker
1489:             2             48  org.springframework.core.NamedInheritableThreadLocal
1490:             2             48  org.springframework.core.convert.converter.ConvertingComparator
1491:             1             48  org.springframework.core.task.SimpleAsyncTaskExecutor
1492:             2             48  org.springframework.core.type.classreading.CachingMetadataReaderFactory
1493:             3             48  org.springframework.expression.spel.standard.SpelExpressionParser
1494:             2             48  org.springframework.expression.spel.support.ReflectivePropertyAccessor
1495:             2             48  org.springframework.expression.spel.support.StandardTypeLocator
1496:             3             48  org.springframework.format.datetime.joda.ReadablePartialPrinter
1497:             2             48  org.springframework.http.converter.feed.AtomFeedHttpMessageConverter
1498:             2             48  org.springframework.http.converter.feed.RssChannelHttpMessageConverter
1499:             1             48  org.springframework.jmx.export.SpringModelMBean
1500:             2             48  org.springframework.util.ConcurrentReferenceHashMap$ReferenceType
1501:             2             48  org.springframework.util.ConcurrentReferenceHashMap$Restructure
1502:             2             48  org.springframework.util.comparator.InvertibleComparator
1503:             1             48  org.springframework.validation.beanvalidation.LocalValidatorFactoryBean
1504:             3             48  org.springframework.web.accept.HeaderContentNegotiationStrategy
1505:             2             48  org.springframework.web.context.request.async.WebAsyncManager$1
1506:             2             48  org.springframework.web.context.support.ServletContextAwareProcessor
1507:             2             48  org.springframework.web.context.support.ServletContextResourcePatternResolver
1508:             2             48  org.springframework.web.context.support.ServletContextScope
1509:             2             48  org.springframework.web.method.annotation.ExpressionValueMethodArgumentResolver
1510:             3             48  org.springframework.web.method.annotation.MapMethodProcessor
1511:             2             48  org.springframework.web.method.annotation.ModelFactory
1512:             3             48  org.springframework.web.method.annotation.ModelMethodProcessor
1513:             2             48  org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite
1514:             2             48  org.springframework.web.servlet.DispatcherServlet$1
1515:             2             48  org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMethodArgumentResolver
1516:             2             48  org.springframework.web.servlet.mvc.method.annotation.PathVariableMethodArgumentResolver
1517:             2             48  org.springframework.web.servlet.mvc.method.annotation.ServletModelAttributeMethodProcessor
1518:             2             48  org.springframework.web.servlet.mvc.method.annotation.ServletRequestDataBinderFactory
1519:             3             48  org.springframework.web.servlet.mvc.method.annotation.ServletRequestMethodArgumentResolver
1520:             3             48  org.springframework.web.servlet.mvc.method.annotation.ServletResponseMethodArgumentResolver
1521:             2             48  sun.management.ManagementFactoryHelper$1
1522:             2             48  sun.misc.NativeSignalHandler
1523:             2             48  sun.nio.cs.ext.EUC_KR
1524:             2             48  sun.nio.cs.ext.JIS_X_0208_MS5022X
1525:             2             48  sun.nio.cs.ext.JIS_X_0212_MS5022X
1526:             2             48  sun.security.jca.ProviderList
1527:             2             48  sun.security.jca.ProviderList$3
1528:             2             48  sun.security.util.DisabledAlgorithmConstraints$DisabledConstraint
1529:             2             48  sun.util.locale.LocaleExtensions
1530:             1             40  [Lch.qos.logback.core.pattern.parser.TokenStream$TokenizerState;
1531:             1             40  [Lch.qos.logback.core.subst.Token$Type;
1532:             1             40  [Lch.qos.logback.core.util.AggregationType;
1533:             1             40  [Lcom.github.dandelion.datatables.core.export.ExportLinkPosition;
1534:             1             40  [Lcom.github.dandelion.datatables.core.model.Configuration$Mode;
1535:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry;
1536:             1             40  [Lcom.sun.org.apache.xerces.internal.util.Status;
1537:             1             40  [Lcom.sun.xml.bind.v2.model.core.PropertyKind;
1538:             2             40  [Ljava.beans.PropertyChangeListener;
1539:             1             40  [Ljava.lang.management.MemoryPoolMXBean;
1540:             1             40  [Lnet.sf.ehcache.event.RegisteredEventListeners$Event;
1541:             1             40  [Lnet.sf.ehcache.transaction.manager.selector.Selector;
1542:             1             40  [Lorg.apache.catalina.valves.AccessLogValve$FormatType;
1543:             2             40  [Lorg.apache.tomcat.util.http.mapper.Mapper$Host;
1544:             1             40  [Lorg.aspectj.lang.reflect.PerClauseKind;
1545:             2             40  [Lorg.aspectj.weaver.UnresolvedType;
1546:             1             40  [Lorg.eclipse.jdt.internal.compiler.codegen.BranchLabel;
1547:             1             40  [Lorg.hsqldb.store.ValuePoolHashMap;
1548:             1             40  [Lorg.jboss.logging.Logger$Level;
1549:             1             40  [Lorg.springframework.aop.aspectj.annotation.AbstractAspectJAdvisorFactory$AspectJAnnotationType;
1550:             1             40  [Lsun.security.util.DisabledAlgorithmConstraints$Constraint$Operator;
1551:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type;
1552:             1             40  [[[C
1553:             1             40  ch.qos.logback.classic.pattern.LoggerConverter
1554:             1             40  ch.qos.logback.core.BasicStatusManager
1555:             1             40  ch.qos.logback.core.joran.spi.ConfigurationWatchList
1556:             1             40  com.sun.beans.finder.MethodFinder$1
1557:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor
1558:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer
1559:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl
1560:             1             40  com.sun.org.apache.xerces.internal.impl.xs.XSParticleDecl
1561:             1             40  com.sun.xml.bind.v2.runtime.AnyTypeBeanInfo
1562:             1             40  java.beans.WeakIdentityMap$Entry
1563:             1             40  java.text.MessageFormat
1564:             1             40  java.util.ResourceBundle$1
1565:             1             40  java.util.regex.Pattern$LazyLoop
1566:             1             40  java.util.regex.Pattern$Loop
1567:             1             40  net.sf.ehcache.Cache$NonstopActiveDelegateHolderImpl
1568:             1             40  net.sf.ehcache.TransactionController
1569:             1             40  net.sf.ehcache.store.chm.SelectableConcurrentHashMap$HashEntry
1570:             1             40  net.sf.ehcache.terracotta.TerracottaClient
1571:             1             40  net.sf.ehcache.terracotta.TerracottaClient$RejoinWorker
1572:             1             40  net.sf.ehcache.transaction.manager.DefaultTransactionManagerLookup
1573:             1             40  org.apache.catalina.core.ApplicationSessionCookieConfig
1574:             1             40  org.apache.catalina.mbeans.ConnectorMBean
1575:             1             40  org.apache.catalina.mbeans.ContextMBean
1576:             1             40  org.apache.catalina.mbeans.ServiceMBean
1577:             1             40  org.apache.jasper.compiler.JspConfig
1578:             1             40  org.apache.jasper.servlet.JspServlet
1579:             1             40  org.apache.tomcat.util.modeler.Registry
1580:             1             40  org.aspectj.weaver.patterns.AnyTypePattern
1581:             1             40  org.aspectj.weaver.patterns.AnyWithAnnotationTypePattern
1582:             1             40  org.aspectj.weaver.patterns.NoTypePattern
1583:             1             40  org.eclipse.jdt.internal.compiler.lookup.NullTypeBinding
1584:             1             40  org.eclipse.jdt.internal.compiler.lookup.VoidTypeBinding
1585:             1             40  org.hibernate.validator.internal.engine.ValidatorImpl
1586:             1             40  org.hsqldb.types.BlobType
1587:             1             40  org.hsqldb.types.BooleanType
1588:             1             40  org.hsqldb.types.Collation
1589:             1             40  org.hsqldb.types.NullType
1590:             1             40  org.hsqldb.types.OtherType
1591:             1             40  org.joda.time.chrono.BasicChronology$HalfdayField
1592:             1             40  org.joda.time.chrono.GJMonthOfYearDateTimeField
1593:             1             40  org.joda.time.tz.DateTimeZoneBuilder$PrecalculatedZone
1594:             1             40  org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator$BeanFactoryAspectJAdvisorsBuilderAdapter
1595:             1             40  org.springframework.cache.interceptor.BeanFactoryCacheOperationSourceAdvisor
1596:             1             40  org.springframework.cache.interceptor.CacheInterceptor
1597:             1             40  org.springframework.cache.interceptor.ExpressionEvaluator
1598:             1             40  org.springframework.format.support.FormattingConversionServiceFactoryBean
1599:             1             40  org.springframework.jdbc.core.PreparedStatementCreatorFactory
1600:             1             40  org.springframework.jdbc.datasource.DataSourceTransactionManager
1601:             1             40  org.springframework.transaction.interceptor.BeanFactoryTransactionAttributeSourceAdvisor
1602:             1             40  org.springframework.transaction.interceptor.DefaultTransactionAttribute
1603:             1             40  org.springframework.transaction.interceptor.TransactionAspectSupport$TransactionInfo
1604:             1             40  org.springframework.web.bind.support.ConfigurableWebBindingInitializer
1605:             1             40  org.springframework.web.filter.HiddenHttpMethodFilter
1606:             1             40  org.springframework.web.servlet.mvc.annotation.ResponseStatusExceptionResolver
1607:             1             40  org.springframework.web.servlet.mvc.support.DefaultHandlerExceptionResolver
1608:             1             40  sun.management.DiagnosticCommandImpl
1609:             1             40  sun.nio.cs.StandardCharsets$Aliases
1610:             1             40  sun.nio.cs.StandardCharsets$Cache
1611:             1             40  sun.nio.cs.StandardCharsets$Classes
1612:             1             40  sun.nio.cs.ext.ExtendedCharsets
1613:             1             32  [Lch.qos.logback.core.spi.FilterReply;
1614:             1             32  [Lch.qos.logback.core.subst.Tokenizer$TokenizerState;
1615:             1             32  [Lcom.github.dandelion.datatables.core.constants.FilterType;
1616:             1             32  [Lcom.github.dandelion.datatables.core.constants.InsertMode;
1617:             1             32  [Lcom.sun.beans.util.Cache$Kind;
1618:             1             32  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap;
1619:             1             32  [Lcom.sun.org.apache.xerces.internal.impl.dv.xs.AbstractDateTimeDV$DateTimeData;
1620:             1             32  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap;
1621:             1             32  [Lcom.sun.xml.bind.v2.model.core.ID;
1622:             2             32  [Ljava.lang.Double;
1623:             2             32  [Ljava.lang.Float;
1624:             1             32  [Ljava.lang.OutOfMemoryError;
1625:             2             32  [Ljava.lang.StackTraceElement;
1626:             1             32  [Ljava.lang.ThreadGroup;
1627:             1             32  [Ljava.lang.management.MemoryManagerMXBean;
1628:             1             32  [Ljava.net.Proxy$Type;
1629:             2             32  [Ljava.sql.Date;
1630:             2             32  [Ljava.sql.Time;
1631:             2             32  [Ljava.sql.Timestamp;
1632:             2             32  [Ljava.util.Calendar;
1633:             2             32  [Ljava.util.Date;
1634:             2             32  [Ljavax.management.modelmbean.ModelMBeanConstructorInfo;
1635:             2             32  [Ljavax.management.modelmbean.ModelMBeanNotificationInfo;
1636:             2             32  [Ljavax.persistence.JoinColumn;
1637:             2             32  [Ljavax.persistence.UniqueConstraint;
1638:             1             32  [Ljavax.persistence.spi.LoadState;
1639:             1             32  [Ljavax.xml.bind.annotation.XmlAccessType;
1640:             1             32  [Lnet.sf.ehcache.Status;
1641:             1             32  [Lnet.sf.ehcache.config.CacheConfiguration$PoolUsage;
1642:             1             32  [Lnet.sf.ehcache.config.CacheConfiguration$TransactionalMode;
1643:             1             32  [Lnet.sf.ehcache.config.Configuration$Monitoring;
1644:             1             32  [Lnet.sf.ehcache.config.DiskStoreConfiguration$Env;
1645:             1             32  [Lnet.sf.ehcache.event.NotificationScope;
1646:             1             32  [Lorg.apache.catalina.deploy.FilterMap;
1647:             1             32  [Lorg.apache.coyote.ErrorState;
1648:             1             32  [Lorg.apache.naming.resources.ConcurrentDateFormat;
1649:             1             32  [Lorg.apache.tomcat.util.digester.Digester;
1650:             1             32  [Lorg.apache.tomcat.util.http.parser.HttpParser$SkipResult;
1651:             1             32  [Lorg.apache.tomcat.util.log.UserDataHelper$Config;
1652:             1             32  [Lorg.apache.tomcat.util.log.UserDataHelper$Mode;
1653:             1             32  [Lorg.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState;
1654:             1             32  [Lorg.apache.tomcat.util.net.AbstractEndpoint$BindState;
1655:             2             32  [Lorg.aspectj.apache.bcel.classfile.Attribute;
1656:             2             32  [Lorg.aspectj.apache.bcel.classfile.Field;
1657:             2             32  [Lorg.aspectj.apache.bcel.classfile.Method;
1658:             2             32  [Lorg.eclipse.jdt.internal.compiler.ast.Argument;
1659:             1             32  [Lorg.eclipse.jdt.internal.compiler.ast.ExpressionContext;
1660:             2             32  [Lorg.eclipse.jdt.internal.compiler.lookup.MethodBinding;
1661:             2             32  [Lorg.eclipse.jdt.internal.compiler.lookup.TypeBinding;
1662:             1             32  [Lorg.hibernate.validator.constraints.CompositionType;
1663:             1             32  [Lorg.hibernate.validator.internal.metadata.aggregated.ConstraintMetaData$ConstraintMetaDataKind;
1664:             1             32  [Lorg.hibernate.validator.internal.metadata.raw.ConfigurationSource;
1665:             1             32  [Lorg.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType;
1666:             1             32  [Lorg.springframework.context.annotation.ScopedProxyMode;
1667:             1             32  [Lorg.springframework.format.datetime.joda.JodaTimeFormatterRegistrar$Type;
1668:             1             32  [Lorg.springframework.jmx.support.RegistrationPolicy;
1669:             1             32  [Lorg.springframework.web.servlet.tags.UrlTag$UrlType;
1670:             1             32  [Lsun.security.provider.NativePRNG$Variant;
1671:             1             32  [[Lcom.sun.org.apache.xerces.internal.impl.dtd.models.ContentModelValidator;
1672:             1             32  [[Lcom.sun.org.apache.xerces.internal.impl.dv.DatatypeValidator;
1673:             2             32  [[Lorg.aspectj.weaver.ResolvedType;
1674:             1             32  [[[Ljava.lang.String;
1675:             1             32  ch.qos.logback.classic.joran.JoranConfigurator
1676:             1             32  ch.qos.logback.classic.joran.action.ConfigurationAction
1677:             1             32  ch.qos.logback.classic.joran.action.EvaluatorAction
1678:             1             32  ch.qos.logback.classic.joran.action.LoggerAction
1679:             1             32  ch.qos.logback.classic.joran.action.LoggerContextListenerAction
1680:             1             32  ch.qos.logback.classic.joran.action.RootLoggerAction
1681:             1             32  ch.qos.logback.classic.jul.LevelChangePropagator
1682:             1             32  ch.qos.logback.classic.pattern.LevelConverter
1683:             1             32  ch.qos.logback.classic.pattern.LineSeparatorConverter
1684:             1             32  ch.qos.logback.classic.pattern.MessageConverter
1685:             1             32  ch.qos.logback.classic.sift.SiftAction
1686:             1             32  ch.qos.logback.classic.spi.LoggerContextVO
1687:             1             32  ch.qos.logback.core.helpers.CyclicBuffer
1688:             1             32  ch.qos.logback.core.joran.action.AppenderAction
1689:             1             32  ch.qos.logback.core.joran.action.ConversionRuleAction
1690:             1             32  ch.qos.logback.core.joran.action.IncludeAction
1691:             1             32  ch.qos.logback.core.joran.action.NestedBasicPropertyIA
1692:             1             32  ch.qos.logback.core.joran.action.NestedComplexPropertyIA
1693:             1             32  ch.qos.logback.core.joran.action.NewRuleAction
1694:             1             32  ch.qos.logback.core.joran.action.ParamAction
1695:             1             32  ch.qos.logback.core.joran.action.StatusListenerAction
1696:             1             32  ch.qos.logback.core.joran.action.TimestampAction
1697:             1             32  ch.qos.logback.core.joran.conditional.ElseAction
1698:             1             32  ch.qos.logback.core.joran.conditional.IfAction
1699:             1             32  ch.qos.logback.core.joran.conditional.ThenAction
1700:             1             32  ch.qos.logback.core.joran.spi.SimpleRuleStore
1701:             1             32  ch.qos.logback.core.util.CachingDateFormatter
1702:             2             32  com.github.dandelion.datatables.jsp.tei.TableTagExtraInfo
1703:             2             32  com.sun.beans.WeakCache
1704:             1             32  com.sun.beans.finder.BeanInfoFinder
1705:             1             32  com.sun.jmx.mbeanserver.Repository
1706:             1             32  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1
1707:             2             32  com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator
1708:             2             32  com.sun.org.apache.xerces.internal.impl.dv.xs.QNameDV
1709:             2             32  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token
1710:             1             32  com.sun.org.apache.xerces.internal.impl.xs.XSModelGroupImpl
1711:             1             32  com.sun.org.apache.xerces.internal.impl.xs.XSWildcardDecl
1712:             2             32  com.sun.org.apache.xerces.internal.jaxp.datatype.DatatypeFactoryImpl
1713:             2             32  com.sun.proxy.$Proxy20
1714:             1             32  com.sun.xml.bind.v2.runtime.CompositeStructureBeanInfo
1715:             1             32  com.sun.xml.bind.v2.runtime.NameList
1716:             2             32  com.sun.xml.bind.v2.runtime.reflect.Lister$CollectionLister
1717:             1             32  java.beans.ThreadGroupContext
1718:             1             32  java.beans.ThreadGroupContext$1
1719:             1             32  java.io.UnixFileSystem
1720:             1             32  java.lang.ArithmeticException
1721:             1             32  java.lang.ArrayIndexOutOfBoundsException
1722:             1             32  java.lang.ClassCastException
1723:             2             32  java.lang.InheritableThreadLocal
1724:             1             32  java.lang.NullPointerException
1725:             2             32  java.lang.Shutdown$Lock
1726:             1             32  java.lang.reflect.WeakCache
1727:             2             32  java.nio.ByteOrder
1728:             2             32  java.security.AllPermission
1729:             1             32  java.text.DontCareFieldPosition
1730:             2             32  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
1731:             2             32  java.util.Hashtable$EntrySet
1732:             1             32  java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater
1733:             1             32  java.util.logging.LogManager$SystemLoggerContext
1734:             2             32  javax.el.ArrayELResolver
1735:             2             32  javax.el.ListELResolver
1736:             2             32  javax.el.MapELResolver
1737:             2             32  javax.el.ResourceBundleELResolver
1738:             1             32  net.sf.ehcache.CacheException
1739:             1             32  net.sf.ehcache.config.Configuration$RuntimeCfg
1740:             1             32  net.sf.ehcache.management.provider.MBeanRegistrationProviderImpl
1741:             2             32  net.sf.ehcache.statistics.sampled.NullSampledCacheStatistics
1742:             1             32  net.sf.ehcache.store.NullStore
1743:             1             32  net.sf.ehcache.transaction.DelegatingTransactionIDFactory
1744:             1             32  net.sf.ehcache.transaction.manager.selector.BitronixSelector
1745:             1             32  net.sf.ehcache.transaction.manager.selector.WeblogicSelector
1746:             1             32  net.sf.ehcache.util.lang.VicariousThreadLocal
1747:             1             32  org.apache.catalina.deploy.LoginConfig
1748:             1             32  org.apache.catalina.startup.ContextConfig$DefaultWebXmlCacheEntry
1749:             1             32  org.apache.catalina.startup.TldConfig
1750:             1             32  org.apache.catalina.util.ConcurrentDateFormat
1751:             1             32  org.apache.catalina.valves.AccessLogValve$DateAndTimeElement
1752:             2             32  org.apache.catalina.valves.AccessLogValve$HeaderElement
1753:             1             32  org.apache.commons.beanutils.PropertyUtilsBean
1754:             1             32  org.apache.commons.pool.impl.CursorableLinkedList
1755:             1             32  org.apache.coyote.AbstractProtocol$RecycledProcessors
1756:             1             32  org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler
1757:             1             32  org.apache.el.parser.AstChoice
1758:             1             32  org.apache.el.parser.AstEqual
1759:             1             32  org.apache.el.parser.AstInteger
1760:             1             32  org.apache.el.parser.AstNot
1761:             1             32  org.apache.jasper.compiler.TldLocationsCache
1762:             1             32  org.apache.jasper.el.JasperELResolver
1763:             1             32  org.apache.jasper.runtime.JspApplicationContextImpl
1764:             1             32  org.apache.jsp.WEB_002dINF.jsp.fragments.bodyHeader_jsp
1765:             1             32  org.apache.jsp.WEB_002dINF.jsp.fragments.footer_jsp
1766:             1             32  org.apache.jsp.WEB_002dINF.jsp.fragments.headTag_jsp
1767:             1             32  org.apache.jsp.WEB_002dINF.jsp.welcome_jsp
1768:             1             32  org.apache.naming.resources.WARDirContext$WARResource
1769:             1             32  org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap
1770:             1             32  org.apache.tomcat.util.http.mapper.Mapper$Host
1771:             1             32  org.apache.tomcat.util.threads.LimitLatch
1772:             1             32  org.apache.tomcat.util.threads.LimitLatch$Sync
1773:             1             32  org.apache.tomcat.util.threads.TaskThreadFactory
1774:             2             32  org.aspectj.weaver.ast.Literal
1775:             1             32  org.aspectj.weaver.internal.tools.PointcutExpressionImpl
1776:             1             32  org.aspectj.weaver.patterns.AnyAnnotationTypePattern
1777:             1             32  org.aspectj.weaver.patterns.BasicToken
1778:             1             32  org.aspectj.weaver.patterns.EllipsisAnnotationTypePattern
1779:             2             32  org.aspectj.weaver.patterns.TypePattern$MatchKind
1780:             1             32  org.eclipse.jdt.internal.compiler.classfmt.TypeAnnotationWalker$1
1781:             2             32  org.eclipse.jdt.internal.compiler.impl.BooleanConstant
1782:             1             32  org.eclipse.jdt.internal.compiler.util.HashtableOfInt
1783:             1             32  org.hibernate.validator.internal.engine.ValidatorFactoryImpl
1784:             1             32  org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator
1785:             2             32  org.hibernate.validator.resourceloading.PlatformResourceBundleLocator
1786:             1             32  org.hsqldb.HsqlNameManager
1787:             1             32  org.hsqldb.types.TimestampData
1788:             1             32  org.joda.time.chrono.BasicDayOfMonthDateTimeField
1789:             1             32  org.joda.time.chrono.BasicDayOfYearDateTimeField
1790:             1             32  org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField
1791:             1             32  org.joda.time.chrono.BasicWeekyearDateTimeField
1792:             1             32  org.joda.time.chrono.BasicYearDateTimeField
1793:             1             32  org.joda.time.chrono.GJDayOfWeekDateTimeField
1794:             1             32  org.joda.time.convert.ConverterManager
1795:             1             32  org.joda.time.tz.FixedDateTimeZone
1796:             1             32  org.joda.time.tz.ZoneInfoProvider
1797:             2             32  org.springframework.beans.factory.parsing.FailFastProblemReporter
1798:             2             32  org.springframework.beans.factory.parsing.PassThroughSourceExtractor
1799:             2             32  org.springframework.beans.factory.support.CglibSubclassingInstantiationStrategy
1800:             1             32  org.springframework.beans.factory.support.ManagedSet
1801:             1             32  org.springframework.cache.annotation.AnnotationCacheOperationSource
1802:             1             32  org.springframework.cache.ehcache.EhCacheCacheManager
1803:             1             32  org.springframework.cache.ehcache.EhCacheManagerFactoryBean
1804:             1             32  org.springframework.cache.interceptor.CacheableOperation
1805:             2             32  org.springframework.context.annotation.AnnotationBeanNameGenerator
1806:             2             32  org.springframework.context.annotation.ConfigurationClassPostProcessor$1
1807:             2             32  org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor
1808:             2             32  org.springframework.context.expression.BeanExpressionContextAccessor
1809:             2             32  org.springframework.context.expression.BeanFactoryAccessor
1810:             2             32  org.springframework.context.expression.BeanFactoryResolver
1811:             2             32  org.springframework.context.expression.EnvironmentAccessor
1812:             2             32  org.springframework.context.expression.MapAccessor
1813:             2             32  org.springframework.context.expression.StandardBeanExpressionResolver$1
1814:             2             32  org.springframework.context.support.ApplicationContextAwareProcessor
1815:             2             32  org.springframework.context.support.ApplicationContextAwareProcessor$EmbeddedValueResolver
1816:             1             32  org.springframework.context.support.DelegatingMessageSource
1817:             2             32  org.springframework.core.convert.support.GenericConversionService$NoOpConverter
1818:             2             32  org.springframework.core.io.DefaultResourceLoader
1819:             1             32  org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottleAdapter
1820:             2             32  org.springframework.expression.spel.support.StandardOperatorOverloader
1821:             2             32  org.springframework.expression.spel.support.StandardTypeComparator
1822:             2             32  org.springframework.format.datetime.joda.ReadableInstantPrinter
1823:             1             32  org.springframework.format.support.DefaultFormattingConversionService
1824:             1             32  org.springframework.jdbc.core.SqlParameter
1825:             1             32  org.springframework.jdbc.core.simple.ParameterizedBeanPropertyRowMapper
1826:             2             32  org.springframework.jdbc.datasource.SimpleConnectionHandle
1827:             2             32  org.springframework.jdbc.datasource.init.CompositeDatabasePopulator
1828:             1             32  org.springframework.jdbc.datasource.init.DataSourceInitializer
1829:             1             32  org.springframework.jmx.export.assembler.MetadataMBeanInfoAssembler
1830:             1             32  org.springframework.jmx.export.metadata.ManagedAttribute
1831:             2             32  org.springframework.samples.petclinic.model.BaseEntity$JaxbAccessorM_getId_setId_java_lang_Integer
1832:             2             32  org.springframework.samples.petclinic.model.NamedEntity$JaxbAccessorM_getName_setName_java_lang_String
1833:             2             32  org.springframework.samples.petclinic.model.Person$JaxbAccessorM_getFirstName_setFirstName_java_lang_String
1834:             2             32  org.springframework.samples.petclinic.model.Person$JaxbAccessorM_getLastName_setLastName_java_lang_String
1835:             1             32  org.springframework.samples.petclinic.repository.jdbc.JdbcPetRepositoryImpl
1836:             1             32  org.springframework.samples.petclinic.service.ClinicServiceImpl
1837:             1             32  org.springframework.samples.petclinic.util.CallMonitoringAspect
1838:             1             32  org.springframework.transaction.annotation.AnnotationTransactionAttributeSource
1839:             1             32  org.springframework.transaction.interceptor.TransactionInterceptor
1840:             1             32  org.springframework.ui.context.support.ResourceBundleThemeSource
1841:             2             32  org.springframework.util.DefaultPropertiesPersister
1842:             2             32  org.springframework.web.bind.support.DefaultDataBinderFactory
1843:             2             32  org.springframework.web.bind.support.SimpleSessionStatus
1844:             1             32  org.springframework.web.context.support.ServletConfigPropertySource
1845:             2             32  org.springframework.web.context.support.WebApplicationContextUtils$RequestObjectFactory
1846:             2             32  org.springframework.web.context.support.WebApplicationContextUtils$SessionObjectFactory
1847:             2             32  org.springframework.web.context.support.WebApplicationContextUtils$WebRequestObjectFactory
1848:             2             32  org.springframework.web.method.annotation.RequestParamMapMethodArgumentResolver
1849:             2             32  org.springframework.web.servlet.FrameworkServlet$RequestBindingInterceptor
1850:             2             32  org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMapMethodArgumentResolver
1851:             2             32  org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandler
1852:             2             32  org.springframework.web.servlet.mvc.method.annotation.PathVariableMapMethodArgumentResolver
1853:             1             32  org.springframework.web.servlet.mvc.method.annotation.ServletCookieValueMethodArgumentResolver
1854:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewMethodReturnValueHandler
1855:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewNameMethodReturnValueHandler
1856:             1             32  org.springframework.web.servlet.view.BeanNameViewResolver
1857:             1             32  org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator
