jmap -histo:live 17142

 num     #instances         #bytes  class name
 785:             8            192  org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState
 786:             8            192  org.aspectj.bridge.IMessage$Kind
 787:             6            192  org.aspectj.weaver.patterns.TypePatternList
 788:             2            192  org.eclipse.jdt.internal.compiler.CompilationResult
 789:             4            192  org.hibernate.validator.internal.metadata.aggregated.BeanMetaDataImpl
 790:             6            192  org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber
 791:             6            192  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerRetriever
 792:             6            192  org.springframework.format.support.FormattingConversionService$PrinterConverter
 793:             8            192  org.springframework.http.HttpMethod
 794:             3            192  org.springframework.jdbc.core.namedparam.NamedParameterJdbcTemplate$1
 795:             6            192  org.springframework.samples.petclinic.model.Vet
 796:             6            192  org.springframework.util.PropertyPlaceholderHelper
 797:             8            192  org.springframework.web.bind.annotation.RequestMethod
 798:             4            192  org.springframework.web.servlet.tags.ParamTag
 799:             1            184  [Lorg.apache.coyote.ActionCode;
 800:             1            184  org.apache.catalina.core.StandardHost
 801:             1            184  org.aspectj.weaver.reflect.ReflectionWorld
 802:             4            176  [Ljava.math.BigDecimal;
 803:             9            176  [Lorg.apache.tomcat.util.http.mapper.Mapper$Wrapper;
 804:            11            176  com.sun.org.apache.xerces.internal.impl.xs.util.XInt
 805:             2            176  org.apache.catalina.deploy.NamingResources
 806:             1            176  org.apache.catalina.deploy.WebXml
 807:            11            176  org.apache.jasper.compiler.DefaultErrorHandler
 808:             1            176  org.joda.time.chrono.GregorianChronology
 809:             1            168  [[Ljava.math.BigInteger;
 810:             7            168  ch.qos.logback.classic.Level
 811:             7            168  com.sun.management.VMOption$Origin
 812:             7            168  com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket
 813:             3            168  com.sun.org.apache.xerces.internal.impl.xs.XSDDescription
 814:             7            168  com.sun.org.apache.xerces.internal.util.FeatureState
 815:             7            168  com.sun.xml.bind.v2.model.impl.ClassInfoImpl$PropertyGroup
 816:             7            168  java.io.OutputStreamWriter
 817:             7            168  java.net.NetPermission
 818:             7            168  java.util.Collections$SynchronizedSet
 819:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport
 820:             7            168  org.apache.catalina.core.ContainerBase$StartStopThreadFactory
 821:             3            168  org.apache.commons.beanutils.WeakFastHashMap
 822:             7            168  org.apache.commons.pool.impl.CursorableLinkedList$Listable
 823:             3            168  org.apache.naming.resources.WARDirContext
 824:             7            168  org.apache.tomcat.util.net.SocketStatus
 825:             7            168  org.aspectj.apache.bcel.util.NonCachingClassLoaderRepository
 826:             7            168  org.aspectj.weaver.WeakClassLoaderReference
 827:             7            168  org.aspectj.weaver.bcel.BcelWeakClassLoaderReference
 828:             7            168  org.aspectj.weaver.reflect.Java15AnnotationFinder
 829:             1            168  org.joda.time.chrono.ZonedChronology
 830:             3            168  org.springframework.core.env.PropertySourcesPropertyResolver
 831:             7            168  org.springframework.transaction.annotation.Propagation
 832:             4            160  [F
 833:             5            160  [Ljava.lang.ref.WeakReference;
 834:             2            160  [Lorg.hsqldb.HsqlNameManager$HsqlName;
 835:             7            160  [Lorg.hsqldb.types.Type;
 836:             4            160  com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBufferPool
 837:             4            160  com.sun.org.apache.xerces.internal.impl.XMLErrorReporter
 838:             4            160  com.sun.org.apache.xerces.internal.impl.XMLVersionDetector
 839:             5            160  com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
 840:             4            160  com.sun.org.apache.xerces.internal.util.SymbolTable
 841:             4            160  com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer
 842:             4            160  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager
 843:            10            160  com.sun.proxy.$Proxy15
 844:             5            160  com.sun.xml.bind.v2.model.core.PropertyKind
 845:             4            160  com.sun.xml.internal.stream.XMLEntityStorage
 846:             4            160  java.io.PrintWriter
 847:             4            160  java.lang.ClassLoader$NativeLibrary
 848:             4            160  java.util.Collections$SingletonMap
 849:            10            160  java.util.Formatter$Flags
 850:             5            160  java.util.RegularEnumSet
 851:             5            160  javax.management.StandardEmitterMBean
 852:             1            160  org.apache.catalina.session.StandardManager
 853:             4            160  org.apache.catalina.startup.CallParamMultiRule
 854:            10            160  org.apache.catalina.valves.AccessLogValve$StringElement
 855:             4            160  org.apache.commons.beanutils.converters.ByteConverter
 856:             4            160  org.apache.commons.beanutils.converters.DoubleConverter
 857:             4            160  org.apache.commons.beanutils.converters.FloatConverter
 858:             4            160  org.apache.commons.beanutils.converters.IntegerConverter
 859:             4            160  org.apache.commons.beanutils.converters.LongConverter
 860:             4            160  org.apache.commons.beanutils.converters.ShortConverter
 861:             5            160  org.apache.el.parser.AstString
 862:             5            160  org.apache.tomcat.util.digester.RulesBase
 863:             1            160  org.aspectj.weaver.Lint
 864:             2            160  org.springframework.beans.factory.config.PropertyPlaceholderConfigurer
 865:            10            160  org.springframework.web.context.request.RequestScope
 866:             5            160  sun.reflect.UnsafeObjectFieldAccessorImpl
 867:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type
 868:             5            160  sun.util.locale.provider.LocaleServiceProviderPool
 869:             1            152  org.apache.catalina.core.StandardEngine
 870:             3            144  [Ljavax.el.ELResolver;
 871:             1            144  [Lorg.hsqldb.types.CharacterType;
 872:             6            144  com.github.dandelion.datatables.core.export.ExportLinkPosition
 873:             6            144  com.sun.org.apache.xerces.internal.util.Status
 874:             6            144  com.sun.xml.bind.v2.model.impl.ElementPropertyInfoImpl$1
 875:             6            144  com.sun.xml.bind.v2.model.impl.GetterSetterPropertySeed
 876:             6            144  com.sun.xml.bind.v2.model.impl.RuntimeClassInfoImpl$RuntimePropertySeed
 877:             6            144  java.lang.StringBuilder
 878:             9            144  java.util.TreeMap$EntrySet
 879:             6            144  javax.management.NotificationBroadcasterSupport
 880:             9            144  javax.management.modelmbean.DescriptorSupport
 881:             6            144  javax.persistence.CascadeType
 882:             6            144  javax.xml.datatype.DatatypeConstants$Field
 883:             2            144  net.sf.ehcache.Element
 884:             3            144  org.apache.catalina.deploy.FilterDef
 885:             3            144  org.apache.commons.beanutils.converters.DateConverter
 886:             6            144  org.apache.commons.pool.impl.GenericKeyedObjectPool$ObjectTimestampPair
 887:             1            144  org.apache.coyote.http11.Http11Protocol
 888:             2            144  org.apache.jasper.compiler.Node$AttributeDirective
 889:             6            144  org.aspectj.lang.reflect.PerClauseKind
 890:             6            144  org.aspectj.weaver.reflect.JavaLangTypeToResolvedTypeConverter
 891:             6            144  org.hibernate.validator.internal.metadata.core.MetaConstraint
 892:             6            144  org.hibernate.validator.internal.metadata.location.BeanConstraintLocation
 893:             1            144  org.hsqldb.jdbc.JDBCPreparedStatement
 894:             6            144  org.jboss.logging.Logger$Level
 895:             6            144  org.joda.time.chrono.BasicChronology$YearInfo
 896:             6            144  org.joda.time.field.PreciseDurationField
 897:             6            144  org.springframework.aop.aspectj.annotation.AbstractAspectJAdvisorFactory$AspectJAnnotationType
 898:             6            144  org.springframework.core.Constants
 899:             3            144  org.springframework.jdbc.core.metadata.TableMetaDataContext
 900:             3            144  org.springframework.jdbc.core.simple.SimpleJdbcInsert
 901:             1            144  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter
 902:             6            144  sun.misc.PerfCounter
 903:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator
 904:             1            136  [Lcom.sun.org.apache.xerces.internal.impl.dv.xs.TypeValidator;
 905:             5            136  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
 906:             6            136  [Lcom.sun.xml.bind.v2.runtime.property.Property;
 907:             5            136  [Ljavax.persistence.CascadeType;
 908:             1            136  org.apache.commons.dbcp.BasicDataSource
 909:             5            128  [Lorg.springframework.aop.Advisor;
 910:             2            128  com.github.dandelion.datatables.jsp.tag.ExportTag
 911:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
 912:             2            128  com.sun.org.apache.xerces.internal.impl.xpath.regex.RegularExpression
 913:             4            128  com.sun.org.apache.xerces.internal.util.NamespaceSupport
 914:             8            128  com.sun.proxy.$Proxy11
 915:             8            128  com.sun.proxy.$Proxy35
 916:             8            128  com.sun.proxy.$Proxy44
 917:             8            128  com.sun.proxy.$Proxy7
 918:             2            128  java.io.ExpiringCache$1
 919:             4            128  java.security.MessageDigest$Delegate
 920:             8            128  java.util.concurrent.atomic.AtomicBoolean
 921:             1            128  org.apache.catalina.valves.AccessLogValve
 922:             4            128  org.apache.commons.beanutils.converters.BooleanConverter
 923:             4            128  org.apache.el.parser.AstLiteralExpression
 924:             4            128  org.apache.naming.resources.ConcurrentDateFormat
 925:             4            128  org.joda.time.field.RemainderDateTimeField
 926:             2            128  org.springframework.context.annotation.ConfigurationClassPostProcessor
 927:             8            128  org.springframework.core.convert.support.CollectionToArrayConverter
 928:             8            128  org.springframework.core.convert.support.CollectionToStringConverter
 929:             2            128  org.springframework.core.type.classreading.CachingMetadataReaderFactory$1
 930:             4            128  org.springframework.http.converter.StringHttpMessageConverter
 931:             4            128  org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter
 932:             4            128  org.springframework.http.converter.xml.SourceHttpMessageConverter
 933:             2            128  org.springframework.web.context.request.async.StandardServletAsyncWebRequest
 934:             4            128  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
 935:             2            128  org.springframework.web.servlet.FlashMap
 936:             2            128  org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod
 937:             2            128  org.springframework.web.servlet.view.RedirectView
 938:             2            128  sun.nio.cs.ext.DoubleByte$Encoder_DBCSONLY
 939:             4            128  sun.security.provider.SecureRandom
 940:             5            120  [Lorg.apache.tomcat.util.IntrospectionUtils$PropertySource;
 941:             1            120  [Lorg.joda.time.format.DateTimeFormatter;
 942:             5            120  ch.qos.logback.core.joran.spi.HostClassAndPropertyDouble
 943:             5            120  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
 944:             5            120  ch.qos.logback.core.spi.ContextAwareBase
 945:             5            120  ch.qos.logback.core.subst.Token$Type
 946:             5            120  ch.qos.logback.core.util.AggregationType
 947:             5            120  com.github.dandelion.datatables.core.model.Configuration$Mode
 948:             5            120  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
 949:             5            120  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
 950:             5            120  com.sun.org.apache.xerces.internal.impl.xs.traversers.LargeContainer
 951:             5            120  com.sun.org.apache.xerces.internal.util.PropertyState
 952:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State
 953:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State
 954:             5            120  java.lang.reflect.Proxy$KeyX
 955:             3            120  java.util.IdentityHashMap
 956:             3            120  javax.management.modelmbean.ModelMBeanAttributeInfo
 957:             5            120  javax.servlet.DispatcherType
 958:             5            120  jdk.xml.internal.JdkXmlFeatures$State
 959:             5            120  net.sf.ehcache.event.RegisteredEventListeners$Event
 960:             1            120  org.apache.catalina.connector.Connector
 961:             3            120  org.apache.catalina.core.ApplicationFilterConfig
 962:             5            120  org.apache.catalina.util.URLEncoder
 963:             5            120  org.apache.catalina.valves.AccessLogValve$FormatType
 964:             5            120  org.eclipse.jdt.internal.compiler.parser.Scanner$Goal
 965:             5            120  org.hibernate.validator.internal.constraintvalidators.SizeValidatorForCharSequence
 966:             3            120  org.hsqldb.types.BitType
 967:             5            120  org.joda.time.convert.ConverterSet
 968:             5            120  org.springframework.aop.framework.JdkDynamicAopProxy
 969:             5            120  org.springframework.format.support.FormattingConversionService$ParserConverter
 970:             5            120  org.springframework.jndi.JndiTemplate
 971:             5            120  org.springframework.transaction.annotation.Isolation
 972:             5            120  org.springframework.util.AntPathMatcher
 973:             3            120  org.springframework.util.ConcurrentReferenceHashMap
 974:             3            120  org.springframework.web.accept.ContentNegotiationManagerFactoryBean
 975:             3            120  sun.misc.FloatingDecimal$BinaryToASCIIBuffer
 976:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
 977:             2            112  [Lcom.github.dandelion.datatables.core.model.DisplayType;
 978:             2            112  [[Z
 979:             7            112  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver
 980:             7            112  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver
 981:             7            112  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver
 982:             2            112  com.sun.xml.bind.v2.runtime.property.ArrayElementNodeProperty
 983:             2            112  java.net.SocketPermission
 984:             7            112  java.util.concurrent.ConcurrentHashMap$ValuesView
 985:             1            112  net.sf.ehcache.Cache
 986:             2            112  net.sf.ehcache.config.CacheWriterConfiguration
 987:             2            112  net.sf.ehcache.util.ratestatistics.AtomicRateStatistic
 988:             2            112  org.apache.catalina.startup.WebRuleSet
 989:             2            112  org.apache.taglibs.standard.tag.rt.core.SetTag
 990:             2            112  org.apache.taglibs.standard.tag.rt.fmt.MessageTag
 991:             7            112  org.aspectj.weaver.UnresolvedType$TypeKind
 992:             1            112  org.hsqldb.lib.IntKeyHashMap
 993:             1            112  org.hsqldb.lib.IntKeyIntValueHashMap
 994:             2            112  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor
 995:             2            112  org.springframework.expression.spel.support.StandardEvaluationContext
 996:             2            112  org.springframework.orm.jpa.support.PersistenceAnnotationBeanPostProcessor
 997:             2            112  org.springframework.validation.support.BindingAwareModelMap
 998:             1            112  org.springframework.web.servlet.DispatcherServlet
 999:             2            112  sun.nio.cs.ext.DoubleByte$Decoder_DBCSONLY
1000:             3            104  [Ljavax.servlet.DispatcherType;
1001:             6            104  [Lorg.aspectj.weaver.patterns.TypePattern;
1002:             6            104  [Lorg.eclipse.jdt.internal.compiler.lookup.ReferenceBinding;
1003:             4            104  [Lorg.hsqldb.ColumnBase;
1004:             1            104  net.sf.ehcache.CacheManager
1005:             1            104  net.sf.ehcache.config.Configuration
1006:             1            104  net.sf.ehcache.statistics.LiveCacheStatisticsImpl
1007:             1            104  org.apache.catalina.core.StandardServer
1008:             1            104  org.apache.commons.pool.impl.GenericObjectPool
1009:             1            104  org.apache.tomcat.util.net.SocketProperties
1010:             2             96  [Lcom.github.dandelion.datatables.core.export.ExportType;
1011:             1             96  [Lcom.sun.org.apache.xerces.internal.impl.xpath.regex.RegularExpression;
1012:             3             96  [Ljavax.management.modelmbean.ModelMBeanOperationInfo;
1013:             1             96  [Lorg.apache.catalina.valves.AccessLogValve$AccessLogElement;
1014:             4             96  [Lorg.springframework.core.io.Resource;
1015:             2             96  [Lorg.springframework.transaction.annotation.Propagation;
1016:             1             96  [[J
1017:             3             96  ch.qos.logback.core.joran.action.AppenderRefAction
1018:             4             96  ch.qos.logback.core.pattern.parser.Token
1019:             4             96  ch.qos.logback.core.subst.Token
1020:             4             96  com.github.dandelion.datatables.core.constants.InsertMode
1021:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
1022:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap
1023:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap
1024:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
1025:             4             96  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver
1026:             4             96  com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter
1027:             4             96  com.sun.org.apache.xerces.internal.impl.validation.ValidationManager
1028:             4             96  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$ParenToken
1029:             4             96  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$UnionToken
1030:             4             96  com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy
1031:             2             96  com.sun.org.apache.xerces.internal.util.URI
1032:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap
1033:             4             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager
1034:             6             96  com.sun.proxy.$Proxy41
1035:             1             96  com.sun.xml.bind.v2.runtime.JAXBContextImpl
1036:             4             96  com.sun.xml.bind.v2.runtime.reflect.Accessor$GetterSetterReflection
1037:             4             96  com.sun.xml.bind.v2.runtime.reflect.TransducedAccessor$CompositeTransducedAccessorImpl
1038:             3             96  java.io.FileOutputStream
1039:             4             96  java.lang.Double
1040:             2             96  java.lang.ThreadGroup
1041:             4             96  java.math.MathContext
1042:             2             96  javax.management.openmbean.TabularType
1043:             4             96  javax.persistence.GenerationType
1044:             4             96  javax.xml.bind.annotation.XmlAccessType
1045:             4             96  net.sf.ehcache.config.CacheConfiguration$TransactionalMode
1046:             4             96  net.sf.ehcache.config.DiskStoreConfiguration$Env
1047:             4             96  org.apache.catalina.core.StandardWrapperFacade
1048:             3             96  org.apache.catalina.deploy.FilterMap
1049:             2             96  org.apache.catalina.mbeans.NamingResourcesMBean
1050:             4             96  org.apache.catalina.startup.TaglibLocationRule
1051:             4             96  org.apache.catalina.util.InstanceSupport
1052:             2             96  org.apache.catalina.util.StandardSessionIdGenerator
1053:             4             96  org.apache.commons.beanutils.converters.CharacterConverter
1054:             2             96  org.apache.commons.beanutils.converters.SqlDateConverter
1055:             2             96  org.apache.commons.beanutils.converters.SqlTimeConverter
1056:             2             96  org.apache.commons.beanutils.converters.SqlTimestampConverter
1057:             2             96  org.apache.commons.dbcp.DelegatingPreparedStatement
1058:             2             96  org.apache.commons.dbcp.PoolingDataSource$PoolGuardConnectionWrapper
1059:             3             96  org.apache.coyote.ErrorState
1060:             3             96  org.apache.el.parser.AstBracketSuffix
1061:             1             96  org.apache.jasper.EmbeddedServletOptions
1062:             6             96  org.apache.jasper.compiler.ELNode$Text
1063:             2             96  org.apache.taglibs.standard.tag.rt.core.WhenTag
1064:             6             96  org.apache.taglibs.standard.tei.ForEachTEI
1065:             6             96  org.apache.taglibs.standard.tei.ImportTEI
1066:             3             96  org.apache.tomcat.util.buf.UDecoder$DecodeException
1067:             4             96  org.apache.tomcat.util.log.UserDataHelper$Config
1068:             4             96  org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState
1069:             1             96  org.apache.tomcat.util.threads.ThreadPoolExecutor
1070:             4             96  org.eclipse.jdt.internal.compiler.ast.NullAnnotationMatching
1071:             4             96  org.hibernate.validator.internal.metadata.raw.ConstrainedElement$ConstrainedElementKind
1072:             3             96  org.joda.time.field.OffsetDateTimeField
1073:             4             96  org.joda.time.format.DateTimeFormat$StyleFormatter
1074:             2             96  org.springframework.aop.framework.ReflectiveMethodInvocation
1075:             2             96  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor
1076:             4             96  org.springframework.context.annotation.ScopedProxyMode
1077:             4             96  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey
1078:             4             96  org.springframework.core.convert.support.ArrayToArrayConverter
1079:             4             96  org.springframework.core.convert.support.GenericConversionService$Converters
1080:             3             96  org.springframework.core.env.MapPropertySource
1081:             3             96  org.springframework.core.env.SystemEnvironmentPropertySource
1082:             4             96  org.springframework.format.annotation.DateTimeFormat$ISO
1083:             4             96  org.springframework.http.converter.ByteArrayHttpMessageConverter
1084:             4             96  org.springframework.http.converter.ResourceHttpMessageConverter
1085:             2             96  org.springframework.jdbc.config.SortedResourcesFactoryBean
1086:             2             96  org.springframework.jdbc.datasource.ConnectionHolder
1087:             1             96  org.springframework.oxm.jaxb.Jaxb2Marshaller
1088:             4             96  org.springframework.util.ConcurrentReferenceHashMap$TaskOption
1089:             4             96  org.springframework.web.accept.ContentNegotiationManager
1090:             3             96  org.springframework.web.context.support.StandardServletEnvironment
1091:             4             96  org.springframework.web.method.annotation.ModelAttributeMethodProcessor
1092:             3             96  org.springframework.web.method.annotation.SessionAttributesHandler
1093:             2             96  org.springframework.web.method.support.InvocableHandlerMethod
1094:             3             96  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
1095:             3             96  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
1096:             2             96  org.springframework.web.servlet.resource.ResourceHttpRequestHandler
1097:             1             96  org.springframework.web.servlet.view.InternalResourceViewResolver
1098:             2             96  sun.management.GarbageCollectorImpl
1099:             1             96  sun.misc.Launcher$AppClassLoader
1100:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo
1101:             1             96  sun.security.jca.ProviderList$1
1102:             1             96  sun.security.provider.Sun
1103:             1             96  sun.util.calendar.JulianCalendar$Date
1104:             3             96  sun.util.locale.provider.LocaleResources
1105:             1             88  ch.qos.logback.classic.LoggerContext
1106:             1             88  java.net.URLClassLoader
1107:             1             88  org.apache.catalina.authenticator.NonLoginAuthenticator
1108:             1             88  org.apache.catalina.startup.Tomcat$1
1109:             1             88  org.apache.jasper.compiler.JspRuntimeContext
1110:             1             88  org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator
1111:             1             88  org.springframework.jmx.export.annotation.AnnotationMBeanExporter
1112:             1             88  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
1113:             1             88  sun.misc.Launcher$ExtClassLoader
1114:             1             88  sun.nio.cs.CharsetMapping
1115:             2             80  [Lcom.sun.xml.bind.v2.model.impl.ClassInfoImpl$SecondaryAnnotation;
1116:             3             80  [Ljavax.management.modelmbean.ModelMBeanAttributeInfo;
1117:             4             80  [Ljavax.servlet.jsp.tagext.VariableInfo;
1118:             4             80  [Lorg.aspectj.weaver.ResolvedType;
1119:             1             80  [Lorg.eclipse.jdt.internal.compiler.codegen.ExceptionLabel;
1120:             2             80  [Lorg.joda.time.format.DateTimeParser;
1121:             2             80  [Lorg.joda.time.format.DateTimePrinter;
1122:             2             80  [Lorg.springframework.transaction.annotation.Isolation;
1123:             1             80  ch.qos.logback.classic.turbo.ReconfigureOnChangeFilter
1124:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
1125:             1             80  com.sun.org.apache.xerces.internal.impl.xs.models.XSDFACM
1126:             5             80  com.sun.proxy.$Proxy1
1127:             5             80  com.sun.proxy.$Proxy46
1128:             5             80  com.sun.proxy.$Proxy55
1129:             5             80  com.sun.proxy.$Proxy56
1130:             2             80  java.io.ExpiringCache
1131:             2             80  java.util.Locale$Category
1132:             2             80  jdk.xml.internal.JdkXmlFeatures$XmlFeature
1133:             2             80  org.apache.commons.beanutils.converters.BigDecimalConverter
1134:             2             80  org.apache.commons.beanutils.converters.BigIntegerConverter
1135:             2             80  org.apache.taglibs.standard.tag.common.core.OtherwiseTag
1136:             5             80  org.apache.tomcat.util.digester.Digester$SystemPropertySource
1137:             2             80  org.apache.tomcat.util.http.HttpMessages
1138:             1             80  org.aspectj.weaver.ResolvedType$Missing
1139:             2             80  org.aspectj.weaver.patterns.EllipsisTypePattern
1140:             2             80  org.aspectj.weaver.patterns.NamePattern
1141:             1             80  org.eclipse.jdt.internal.compiler.lookup.ProblemMethodBinding
1142:             1             80  org.eclipse.jdt.internal.compiler.lookup.ProblemReferenceBinding
1143:             5             80  org.hibernate.validator.internal.constraintvalidators.NotNullValidator
1144:             2             80  org.joda.time.contrib.jsptag.JodaTagLibraryValidator
1145:             2             80  org.joda.time.field.DividedDateTimeField
1146:             1             80  org.springframework.aop.aspectj.AspectJAroundAdvice
1147:             5             80  org.springframework.aop.framework.DefaultAdvisorChainFactory
1148:             5             80  org.springframework.aop.framework.DefaultAopProxyFactory
1149:             5             80  org.springframework.aop.target.SingletonTargetSource
1150:             2             80  org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader
1151:             2             80  org.springframework.context.event.SimpleApplicationEventMulticaster
1152:             2             80  org.springframework.context.expression.StandardBeanExpressionResolver
1153:             5             80  org.springframework.core.LocalVariableTableParameterNameDiscoverer
1154:             2             80  org.springframework.jndi.support.SimpleJndiBeanFactory
1155:             5             80  org.springframework.util.LinkedMultiValueMap
1156:             2             80  org.springframework.web.context.request.ServletWebRequest
1157:             2             80  org.springframework.web.context.request.async.WebAsyncManager
1158:             2             80  sun.management.MemoryManagerImpl
1159:             5             80  sun.reflect.generics.reflectiveObjects.GenericArrayTypeImpl
1160:             2             80  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint
1161:             2             80  sun.util.calendar.Era
1162:             3             72  [Lcom.sun.org.apache.xerces.internal.impl.xs.XSGroupDecl;
1163:             1             72  [Ljavax.management.openmbean.SimpleType;
1164:             1             72  [Lorg.apache.catalina.LifecycleState;
1165:             1             72  [Lorg.apache.naming.resources.CacheEntry;
1166:             1             72  [Lorg.aspectj.weaver.Shadow$Kind;
1167:             2             72  [Lsun.security.jca.ProviderConfig;
1168:             1             72  ch.qos.logback.core.ConsoleAppender
1169:             3             72  ch.qos.logback.core.joran.action.NOPAction
1170:             3             72  ch.qos.logback.core.joran.action.PropertyAction
1171:             3             72  ch.qos.logback.core.spi.FilterReply
1172:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
1173:             3             72  com.github.dandelion.datatables.core.constants.FilterType
1174:             3             72  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver
1175:             3             72  com.sun.xml.bind.v2.model.core.ID
1176:             3             72  java.lang.annotation.RetentionPolicy
1177:             3             72  java.net.Proxy$Type
1178:             3             72  java.security.SecurityPermission
1179:             1             72  java.util.ResourceBundle$RBClassLoader
1180:             1             72  java.util.logging.LogManager$RootLogger
1181:             1             72  javax.management.modelmbean.ModelMBeanInfoSupport
1182:             3             72  javax.persistence.spi.LoadState
1183:             3             72  javax.servlet.SessionTrackingMode
1184:             3             72  net.sf.ehcache.Status
1185:             3             72  net.sf.ehcache.config.CacheConfiguration$PoolUsage
1186:             3             72  net.sf.ehcache.config.Configuration$Monitoring
1187:             3             72  net.sf.ehcache.event.NotificationScope
1188:             1             72  net.sf.ehcache.store.NotifyingMemoryStore
1189:             1             72  org.apache.catalina.loader.WebappLoader
1190:             1             72  org.apache.catalina.startup.ContextConfig
1191:             1             72  org.apache.catalina.startup.Tomcat
1192:             1             72  org.apache.jasper.compiler.ImplicitTagLibraryInfo
1193:             3             72  org.apache.jasper.runtime.ProtectedFunctionMapper
1194:             1             72  org.apache.jsp.WEB_002dINF.jsp.owners.ownersList_jsp
1195:             1             72  org.apache.naming.resources.ResourceAttributes
1196:             3             72  org.apache.tomcat.util.descriptor.LocalResolver
1197:             3             72  org.apache.tomcat.util.http.parser.HttpParser$SkipResult
1198:             3             72  org.apache.tomcat.util.log.UserDataHelper$Mode
1199:             3             72  org.apache.tomcat.util.net.AbstractEndpoint$BindState
1200:             1             72  org.aspectj.weaver.CrosscuttingMembersSet
1201:             3             72  org.aspectj.weaver.patterns.Pointcut$State
1202:             3             72  org.aspectj.weaver.tools.Jdk14Trace
1203:             1             72  org.eclipse.jdt.internal.compiler.flow.UnconditionalFlowInfo
1204:             1             72  org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding$1
1205:             1             72  org.eclipse.jdt.internal.compiler.lookup.TypeBinding$1
1206:             3             72  org.hibernate.validator.constraints.CompositionType
1207:             3             72  org.hibernate.validator.internal.metadata.aggregated.ConstraintMetaData$ConstraintMetaDataKind
1208:             3             72  org.hibernate.validator.internal.metadata.raw.ConfigurationSource
1209:             3             72  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType
1210:             3             72  org.joda.time.field.ImpreciseDateTimeField$LinkedDurationField
1211:             3             72  org.joda.time.field.ScaledDurationField
1212:             3             72  org.springframework.beans.factory.config.BeanDefinitionHolder
